SENSORGPS_LATITUDE,SENSORGPS_LONGITUDE,ACCELEROMETER_X,ACCELEROMETER_Y,ACCELEROMETER_Z,GYROSCOPE_X,GYROSCOPE_Y,GYROSCOPE_Z,Light_v,Date_time,context,label
23.8317,90.4187,-0.0394816,-9.69153,1.09053,-0.000152712,-0.00038178,0.0,47.9925,3/9/2022 9:07,outro,não alterar
23.8317,90.4187,-0.0373879,-9.69273,1.09053,-0.000458135,0.000458135,0.000152712,51.975,3/9/2022 9:22,outro,não alterar
23.8317,90.4187,-4.76082,6.85783,-5.5681,-0.000687203,-0.00481042,0.00404686,0.0,3/9/2022 18:48,outro,não alterar
23.8317,90.4187,2.48106,-0.664008,9.54228,0.0,-0.000687203,-0.000152712,0.0,3/9/2022 19:47,outro,não alterar
23.8317,90.4187,4.10549,1.24337,8.95574,-0.0244339,-0.024663,0.00901,0.0,3/9/2022 21:34,outro,não alterar
23.8317,90.4187,-5.47926,6.3664,-5.36232,-0.0134386,-0.0213797,-0.0311532,0.0,3/9/2022 21:49,outro,não alterar
23.8317,90.4187,0.504287,9.79382,1.94686,-0.00633754,-0.0131332,0.0218378,0.0,3/9/2022 22:04,outro,não alterar
23.8317,90.4187,2.8657,9.17797,-3.17228,0.00694839,0.00313059,0.0215324,0.0,3/9/2022 22:19,outro,não alterar
23.8317,90.4187,1.2679,6.94158,-7.32593,-0.0338257,0.00503949,0.0151948,0.0,3/9/2022 22:34,outro,não alterar
23.8317,90.4187,1.99412,9.71277,-1.37827,0.0160347,-0.0123697,-0.00595576,0.0,3/9/2022 22:49,outro,não alterar
23.8317,90.4187,6.53241,6.03171,-4.5356,0.0831516,-0.104608,-0.0813954,0.0,3/9/2022 23:04,outro,não alterar
23.8317,90.4187,0.195015,0.285942,9.85035,-7.64e-05,0.000458135,-0.000152712,17.01,3/9/2022 23:53,outro,não alterar
23.8317,90.4187,1.3675,3.86261,8.95723,-0.00893364,-0.00809373,-0.0139731,0.0,3/10/2022 1:48,outro,não alterar
23.8317,90.4187,0.895514,2.33749,9.41097,0.0108425,0.0507003,-0.0231358,0.0,3/10/2022 2:03,outro,não alterar
23.8317,90.4187,-5.24596,7.67618,-3.56082,-0.00167983,-0.00137441,7.64e-05,0.0,3/10/2022 2:18,outro,não alterar
23.8317,90.4187,0.617049,2.58664,9.51386,0.000152712,0.000305424,-7.64e-05,0.0,3/10/2022 6:41,outro,não alterar
23.8317,90.4187,1.6017,0.277567,-9.33709,0.028099,-0.00481042,-0.0359636,0.0,3/10/2022 7:41,outro,não alterar
23.8317,90.4187,-0.473181,3.65025,9.2348,-0.000152712,-0.00580305,0.00114534,17.01,3/10/2022 8:21,outro,não alterar
23.8317,90.4187,-0.62004,7.22902,6.44357,-0.0115297,-0.00511585,-0.00511585,49.005,3/10/2022 9:20,outro,não alterar
23.8317,90.4187,0.0870389,0.325125,9.88086,-0.00122169,0.00145076,0.0897182,30.9825,3/10/2022 10:22,outro,não alterar
23.8317,90.4187,0.101396,0.331705,9.85664,0.000152712,-0.000610847,-0.000305424,40.9725,3/10/2022 11:19,outro,não alterar
23.8317,90.4187,0.0972084,0.314357,9.87129,0.000152712,0.0,-7.64e-05,112.995,3/10/2022 13:26,outro,não alterar
23.8317,90.4187,0.0729811,0.342473,9.86262,-0.000610847,-0.00129805,-0.00038178,33.0075,3/10/2022 14:11,outro,não alterar
23.8317,90.4187,0.102592,0.316152,9.87757,0.0,-0.000305424,-7.64e-05,81.0,3/10/2022 15:58,outro,não alterar
23.8317,90.4187,-7.59422,12.3248,-3.99332,-0.143091,0.220058,0.108196,0.0,3/10/2022 16:41,outro,não alterar
23.8317,90.4187,-9.84228,-1.78116,-3.11486,0.023823,0.0253502,0.0129041,0.0,3/10/2022 16:58,outro,não alterar
23.8317,90.4187,4.97827,5.49811,6.21685,0.330774,-0.888248,-0.32352,14.985,3/10/2022 17:21,outro,não alterar
23.8317,90.4187,-0.987638,10.0421,-0.387936,0.141258,0.199289,-0.0432174,0.0,3/10/2022 17:54,outro,não alterar
23.8317,90.4187,1.13928,9.97687,-0.39003,0.000763559,0.00557398,0.000992627,0.0,3/10/2022 18:09,outro,não alterar
23.8317,90.4187,3.85633,8.90698,-2.84806,-0.00290152,-0.00794101,0.00916271,8.0325,3/10/2022 18:24,outro,não alterar
23.8317,90.4187,0.467199,8.48944,5.14965,-0.00412322,0.000152712,-0.000534491,1.0125,3/10/2022 18:39,outro,não alterar
23.8317,90.4187,6.88624,6.28206,-3.82074,0.0103844,0.0,-0.0113007,0.0,3/10/2022 18:54,outro,não alterar
23.8317,90.4187,1.70608,9.74058,-1.96122,-0.0179436,0.0335202,-0.00839915,0.0,3/10/2022 19:09,outro,não alterar
23.8317,90.4187,3.00568,9.335,-2.11226,-0.0518457,-0.0396287,-0.000839915,0.0,3/10/2022 19:24,outro,não alterar
23.8317,90.4187,0.278465,0.789332,9.79951,-0.000610847,0.000458135,0.000152712,29.97,3/10/2022 19:39,outro,não alterar
23.8317,90.4187,0.648455,0.479163,9.80459,0.000458135,0.000458135,-0.000229068,33.0075,3/10/2022 19:54,outro,não alterar
23.8317,90.4187,0.820738,0.845564,9.7681,0.000152712,-0.000305424,0.0,13.0275,3/10/2022 20:09,outro,não alterar
23.8317,90.4187,0.919143,1.00588,9.74507,0.000763559,0.00114534,-0.000610847,18.0225,3/10/2022 20:24,outro,não alterar
23.8317,90.4187,-1.23888,4.94567,8.45175,0.0443628,-0.0387888,-0.0900236,13.0275,3/10/2022 20:39,outro,não alterar
23.8317,90.4187,0.40349,1.37109,9.73071,0.00038178,0.000839915,-7.64e-05,35.0325,3/10/2022 20:56,outro,não alterar
23.8317,90.4187,-0.528814,1.89512,9.40858,-0.122628,-0.134157,-0.143778,7.02,3/10/2022 21:17,outro,não alterar
23.8317,90.4187,0.905085,1.45454,9.70439,0.000305424,-0.000458135,-7.64e-05,8.0325,3/10/2022 21:32,outro,não alterar
23.8317,90.4187,1.29571,1.21167,9.69093,0.000305424,-7.64e-05,-7.64e-05,27.0,3/10/2022 21:47,outro,não alterar
23.8317,90.4187,-0.124128,5.05633,8.33839,0.00305424,-0.00549763,0.004505,8.0325,3/10/2022 22:02,outro,não alterar
23.8317,90.4187,-3.46062,9.18126,-2.09671,0.00122169,0.000534491,0.000839915,0.0,3/10/2022 22:17,outro,não alterar
23.8317,90.4187,-1.96361,9.33111,-3.34576,-0.000763559,-0.000687203,-0.00038178,0.0,3/10/2022 22:32,outro,não alterar
23.8317,90.4187,-1.4662,2.54746,9.38256,-0.000152712,-0.000458135,0.000229068,30.9825,3/10/2022 22:47,outro,não alterar
23.8317,90.4187,6.50818,7.61845,0.227019,0.00671932,-0.00694839,-0.0109953,0.0,3/10/2022 23:09,outro,não alterar
23.8317,90.4187,-1.86491,1.77876,9.45673,-7.64e-05,0.00649025,0.000763559,54.0,3/10/2022 23:31,outro,não alterar
23.8317,90.4187,5.44427,8.46521,-0.0861416,-0.00885729,0.00397051,-0.000992627,0.0,3/11/2022 0:05,outro,não alterar
23.8317,90.4187,7.67588,6.31227,0.903889,0.00137441,-0.00236703,0.00290152,0.0,3/11/2022 0:20,outro,não alterar
23.8317,90.4187,-0.2668,2.51815,9.5348,-0.000152712,-0.000687203,-0.000458135,0.0,3/11/2022 2:39,outro,não alterar
23.8317,90.4187,-0.0505484,2.28275,9.61346,0.0,-0.000152712,0.000152712,0.0,3/11/2022 6:33,outro,não alterar
23.8317,90.4187,5.79601,3.90239,10.5844,0.0644444,-0.130263,0.0019089,1154.99,3/11/2022 8:11,outro,não alterar
23.8317,90.4187,-0.0308076,-9.58176,1.89661,-7.64e-05,0.0,0.000534491,72.0225,3/11/2022 9:00,outro,não alterar
23.8317,90.4187,-0.0400798,-9.65115,1.42762,7.64e-05,-0.00114534,0.000229068,11.0025,3/11/2022 9:15,outro,não alterar
23.8317,90.4187,-0.0382852,-9.64906,1.47039,-0.000152712,7.64e-05,-0.000152712,68.985,3/11/2022 9:30,outro,não alterar
23.8317,90.4186,0.717548,4.47906,8.58006,0.0298552,-0.0292443,-0.0161111,3.9825,3/21/2022 14:09,outro,não alterar
23.8317,90.4186,0.107378,8.18256,5.72602,0.0258083,-0.015882,0.000916271,0.0,3/21/2022 14:27,outro,não alterar
23.8317,90.4186,-0.0672981,7.26042,6.64606,-0.0230595,0.00656661,0.01802,0.0,3/21/2022 14:42,outro,não alterar
23.8317,90.4186,1.75514,9.00987,3.87009,0.00992627,-0.00137441,0.00221432,0.0,3/21/2022 14:57,outro,não alterar
23.8317,90.4186,1.8667,8.61027,4.65045,0.0106135,0.00236703,0.00557398,0.0,3/21/2022 15:12,outro,não alterar
23.8317,90.4186,3.96012,9.09003,1.54517,-0.000305424,0.00221432,0.00175619,0.0,3/21/2022 15:27,outro,não alterar
23.8317,90.4186,1.101,9.22942,3.37328,0.00122169,0.012446,-0.0177146,0.0,3/21/2022 15:42,outro,não alterar
23.8317,90.4186,2.27079,9.48694,2.24178,-0.00473407,-0.00274881,0.000916271,0.0,3/21/2022 15:57,outro,não alterar
23.8317,90.4186,-0.553041,9.72712,-2.59532,0.0507767,0.0165692,0.00916271,0.0,3/21/2022 16:12,outro,não alterar
23.8317,90.4186,-0.253938,9.94995,-1.41057,0.00534491,-0.00305424,-0.00358873,0.0,3/21/2022 16:27,outro,não alterar
23.8317,90.4186,-2.10239,9.79412,-0.0346959,0.000152712,-0.00503949,0.0106898,0.0,3/21/2022 16:42,outro,não alterar
23.8317,90.4186,0.830609,3.86411,8.068,0.0452027,0.0741416,0.601379,0.0,3/21/2022 18:05,outro,não alterar
23.8317,90.4186,8.17837,-0.785145,-5.49691,-0.00343602,0.0110716,0.029397,0.0,3/21/2022 18:58,outro,não alterar
23.8317,90.4186,8.99761,0.582353,3.45703,-0.00213797,-0.0199289,-0.0251211,0.0,3/21/2022 19:35,outro,não alterar
23.8317,90.4186,8.4691,-1.93609,-4.79851,-0.0623828,0.0726908,-0.0025961,0.0,3/21/2022 19:50,outro,não alterar
23.8317,90.4186,7.27328,-6.38495,-1.86969,0.189363,-0.256174,-0.0412322,23.0175,3/21/2022 20:31,outro,não alterar
23.8317,90.4186,-0.945763,4.37647,7.39771,0.0249684,0.0878856,0.110716,0.0,3/21/2022 21:20,outro,não alterar
23.8317,90.4186,0.316152,6.0356,6.68435,-0.0671168,-0.00839915,-0.0583359,34.02,3/21/2022 21:35,outro,não alterar
23.8317,90.4186,-0.372383,0.539881,9.79562,-0.000458135,0.000534491,0.0,8.0325,3/21/2022 22:13,outro,não alterar
23.8317,90.4186,0.620937,-0.339781,9.79681,7.64e-05,-0.000305424,-0.000763559,0.0,3/21/2022 22:34,outro,não alterar
23.8317,90.4186,0.575474,-0.320638,9.75853,-0.000458135,-0.00213797,-0.000458135,8.9775,3/21/2022 22:49,outro,não alterar
23.8317,90.4186,-0.865304,6.11605,7.71536,-0.000152712,0.00221432,-0.00175619,3.9825,3/21/2022 23:04,outro,não alterar
23.8317,90.4186,4.30529,3.04008,8.37937,0.0467298,-0.00847551,-0.0374908,1.0125,3/21/2022 23:19,outro,não alterar
23.8317,90.4186,0.161516,0.273679,9.81297,0.000229068,-7.64e-05,-0.000305424,8.9775,3/21/2022 23:34,outro,não alterar
23.8317,90.4186,0.15673,0.270389,9.79771,0.0,0.00038178,0.0,8.9775,3/21/2022 23:49,outro,não alterar
23.8317,90.4186,0.157627,0.272483,9.8001,7.64e-05,-0.000458135,-0.000458135,8.9775,3/22/2022 0:04,outro,não alterar
23.8317,90.4186,0.161815,0.262612,9.79951,0.000305424,-0.000610847,-0.000610847,8.9775,3/22/2022 0:19,outro,não alterar
23.8317,90.4186,-5.87079,6.38495,-4.92473,-0.000839915,-0.00694839,0.0,0.0,3/22/2022 0:56,outro,não alterar
23.8317,90.4186,2.76401,6.833,-6.94965,0.00358873,-0.00832279,-0.00847551,0.0,3/22/2022 1:11,outro,não alterar
23.8317,90.4186,0.855733,9.54228,-3.0993,-0.0888019,0.0390179,-0.0472643,0.0,3/22/2022 1:26,outro,não alterar
23.8317,90.4186,-1.80419,2.57857,9.34008,-0.000229068,0.000839915,0.0,0.0,3/22/2022 3:37,outro,não alterar
23.8317,90.4186,1.66899,0.949951,9.68166,7.64e-05,0.0,-7.64e-05,0.0,3/22/2022 9:10,outro,não alterar
23.8317,90.4186,-0.698106,4.80389,8.62553,-0.00549763,-0.00679568,0.00557398,0.0,3/22/2022 10:49,outro,não alterar
23.8317,90.4186,-1.50957,5.07278,8.41945,-0.023594,0.0071011,-0.000992627,0.0,3/22/2022 11:04,outro,não alterar
23.8317,90.4186,1.95912,5.94437,7.09562,-0.0642153,-0.011377,0.0032833,0.0,3/22/2022 11:19,outro,não alterar
23.8317,90.4186,-1.00469,6.76481,7.17249,-0.100408,-0.258007,-0.0929251,0.0,3/22/2022 11:42,outro,não alterar
23.8317,90.4186,4.88405,-8.64497,2.0327,-0.164929,-0.19257,0.621003,0.0,3/22/2022 12:05,outro,não alterar
23.8317,90.4186,6.80369,7.41596,-0.147458,0.0164165,-0.023823,-0.011148,0.0,3/22/2022 12:25,outro,não alterar
23.8317,90.4186,0.62333,7.26611,6.62872,-0.00748288,0.00809373,-0.00427593,0.0,3/22/2022 12:40,outro,não alterar
23.8317,90.4186,8.37817,4.99472,-2.23041,0.00038178,-0.00122169,0.00160347,0.0,3/22/2022 12:55,outro,não alterar
23.8317,90.4186,1.61874,10.0184,-1.05494,0.00862822,0.0296261,0.0208452,0.0,3/22/2022 13:10,outro,não alterar
23.8317,90.4186,-0.160917,0.616451,9.82493,-0.000458135,-7.64e-05,0.000229068,0.0,3/22/2022 13:25,outro,não alterar
23.8317,90.4186,0.435494,0.0921237,9.81506,-0.000229068,0.000305424,7.64e-05,2.025,3/22/2022 13:50,outro,não alterar
23.8317,90.4186,7.45035,4.62622,-4.90708,0.0497841,0.0162638,-0.0673459,0.0,3/22/2022 14:05,outro,não alterar
23.8317,90.4186,-0.81027,9.07897,4.45394,-0.00549763,-0.0219905,0.0107662,0.0,3/22/2022 14:35,outro,não alterar
23.8317,90.4186,0.668196,8.48076,5.18016,0.004505,0.00236703,0.00351237,0.0,3/22/2022 15:30,outro,não alterar
23.8317,90.4186,-4.5344,5.834,6.5007,0.0267246,0.000916271,-0.00358873,0.0,3/22/2022 15:45,outro,não alterar
23.7443,90.4093,0.0191536,-0.162806,9.61511,-0.00122173,0.0,0.000610865,32.0,3/8/2022 23:53,outro,não alterar
23.7443,90.4093,0.799663,5.95677,7.44836,-0.0305433,-0.0323759,-0.00244346,39.0,3/9/2022 0:08,outro,não alterar
23.7443,90.4093,-0.325611,3.5506,8.14986,0.0867429,-0.260839,-0.0250455,28.0,3/9/2022 0:27,outro,não alterar
23.7443,90.4093,0.023942,0.153229,9.59117,-0.00549779,-0.0739147,0.0592539,25.0,3/9/2022 0:44,outro,não alterar
23.7443,90.4093,0.237026,8.80348,4.16112,-0.00366519,-0.00122173,-0.000610865,60.0,3/9/2022 0:59,outro,não alterar
23.7443,90.4093,0.117316,0.0622492,9.64624,-0.0018326,-0.000610865,0.000610865,29.0,3/9/2022 1:18,outro,não alterar
23.7443,90.4093,1.54187,9.36133,1.55863,-0.352469,0.0384845,-0.00488692,52.0,3/9/2022 1:33,outro,não alterar
23.7443,90.4093,8.71729,0.469264,4.52504,0.0018326,0.000610865,-0.00122173,62.0,3/9/2022 1:51,outro,não alterar
23.7443,90.4093,1.69031,9.59835,-0.292093,-0.0305433,0.19792,0.0641408,50.0,3/9/2022 2:08,outro,não alterar
23.7443,90.4093,0.114922,-0.203507,9.59117,0.0,0.0,0.000610865,0.0,3/9/2022 2:49,outro,não alterar
23.7443,90.4093,-6.31351,-0.126893,7.12754,0.00122173,-0.00488692,-0.000610865,0.0,3/9/2022 3:18,outro,não alterar
23.7443,90.4093,0.323217,-0.0837971,9.59596,0.0,-0.0018326,0.00122173,0.0,3/9/2022 5:13,outro,não alterar
23.7443,90.4093,0.438139,-0.562637,9.60554,-0.00122173,0.000610865,0.000610865,0.0,3/9/2022 6:12,outro,não alterar
23.7443,90.4093,-5.62159,1.79805,7.29034,-0.518625,0.255342,-2.41353,0.0,3/9/2022 6:33,outro,não alterar
23.7443,90.4093,8.74602,0.0287304,4.47476,-0.00122173,0.0018326,0.0,25.0,3/9/2022 6:51,outro,não alterar
23.7443,90.4093,0.0790087,-0.143652,9.63666,0.0,-0.000610865,0.0,36.0,3/9/2022 7:06,outro,não alterar
23.7443,90.4093,-2.31519,1.9824,8.69335,-0.0256563,0.0684169,0.00366519,943.0,3/9/2022 7:31,outro,não alterar
23.7443,90.4093,-2.33674,3.31118,9.07881,-0.0616974,-0.118508,0.06353,1163.0,3/9/2022 7:50,outro,não alterar
23.7443,90.4093,-1.2809,7.53216,5.87777,-0.0598648,0.0458149,0.0103847,417.0,3/9/2022 8:05,outro,não alterar
23.7443,90.4093,-6.85699,-4.72137,-1.58736,-1.06901,-0.160658,1.30481,25.0,3/9/2022 8:23,outro,não alterar
23.7443,90.4093,0.859518,-0.234632,9.5816,0.0201586,0.0164934,-0.00366519,3.0,3/9/2022 8:44,outro,não alterar
23.7443,90.4093,1.68552,1.22104,9.42358,-0.0641408,-0.0207694,-0.0421497,3.0,3/9/2022 8:59,outro,não alterar
23.7443,90.4093,-0.881066,6.77799,7.2664,-0.126449,0.153938,-0.0250455,102.0,3/9/2022 9:15,outro,não alterar
23.7443,90.4093,-9.50977,7.53455,-6.18422,0.799623,2.34084,-0.819781,112.0,3/9/2022 9:38,outro,não alterar
23.7443,90.4093,4.19464,-8.339,-3.90973,-1.39583,-2.06411,-0.106291,6.0,3/9/2022 10:00,outro,não alterar
23.7443,90.4093,1.65918,6.59603,7.27119,-0.721432,-0.556498,-0.0806342,1228.0,3/9/2022 10:34,outro,não alterar
23.7443,90.4093,-2.69827,4.80037,7.75961,0.0287107,0.00366519,-0.00794125,55500.0,3/9/2022 10:55,outro,não alterar
23.7443,90.4093,0.0502782,6.49307,7.12275,0.445321,0.717156,0.067806,4482.0,3/9/2022 11:15,outro,não alterar
23.7443,90.4093,17.1138,2.02789,-1.43892,0.766636,0.525955,-0.158214,1133.0,3/9/2022 11:47,outro,não alterar
23.7443,90.4094,8.31267,4.76686,-2.56658,0.00427606,0.00916298,0.0128282,6.0,3/9/2022 15:54,outro,não alterar
23.7443,90.4094,6.7325,1.25456,6.90727,0.0,-0.00366519,0.000610865,1.0,3/9/2022 16:09,outro,não alterar
23.7443,90.4094,-0.105345,-0.110133,9.58399,0.00122173,0.0,-0.000610865,29.0,3/9/2022 20:46,outro,não alterar
23.7443,90.4094,0.0861913,-0.0287304,9.63666,-0.00122173,0.00122173,-0.0018326,79.0,3/9/2022 21:08,outro,não alterar
23.7443,90.4094,-0.011971,-0.174777,9.60793,0.0,0.0,0.0,27.0,3/9/2022 22:46,outro,não alterar
23.7443,90.4094,1.10133,9.70609,0.632069,0.270613,-0.124006,-0.0342085,42.0,3/9/2022 23:10,outro,não alterar
23.7443,90.4094,7.66384,-1.46525,6.39252,-2.36405,-0.356134,-3.93886,41.0,3/9/2022 23:25,outro,não alterar
23.7443,90.4094,-0.0837971,0.0454898,9.6199,0.000610865,-0.0018326,-0.00122173,28.0,3/9/2022 23:40,outro,não alterar
23.7443,90.4094,0.0430956,0.155623,9.59835,0.000610865,-0.0018326,0.0,30.0,3/9/2022 23:55,outro,não alterar
23.7443,90.4094,2.09014,6.22492,7.58962,0.188147,0.0690278,-0.086132,50.0,3/10/2022 0:10,outro,não alterar
23.7443,90.4094,0.80924,0.0263362,9.54568,0.0,-0.00427606,-0.000610865,28.0,3/10/2022 0:25,outro,não alterar
23.7638,90.4068,-9.01417,1.60651,0.876278,0.516181,0.355524,0.0897972,314.0,3/10/2022 15:14,outro,não alterar
23.7638,90.4068,-6.66067,-5.8203,2.36068,0.801455,0.06353,0.00794125,152.0,3/10/2022 15:40,outro,não alterar
23.7638,90.4068,7.77637,6.03099,-0.354342,0.045204,-0.0403171,-0.00916298,1.0,3/10/2022 16:04,outro,não alterar
23.7638,90.4068,-6.23929,5.21697,-4.21858,0.0354302,-0.0140499,-0.0122173,3.0,3/10/2022 16:36,outro,não alterar
23.7638,90.4068,-0.141258,4.7884,8.59279,0.0152716,-0.00549779,-0.0354302,11.0,3/10/2022 16:53,outro,não alterar
23.7638,90.4068,2.98318,-9.35175,-7.27358,-1.29565,0.336587,0.171653,11.0,3/10/2022 17:15,outro,não alterar
23.7638,90.4068,1.65679,7.13951,6.14592,-0.0531453,0.0268781,-0.00794125,76.0,3/10/2022 17:35,outro,não alterar
23.7638,90.4068,-0.514753,4.28083,8.10198,0.756251,-0.947452,-1.19668,11.0,3/10/2022 17:53,outro,não alterar
23.7638,90.4068,2.9305,-6.93361,3.14598,1.57542,-1.33474,-0.958448,15.0,3/10/2022 18:09,outro,não alterar
23.7638,90.4068,-1.45089,5.25527,8.02776,-0.0855211,0.157603,0.0464258,2.0,3/10/2022 18:39,outro,não alterar
23.7638,90.4068,-1.03908,5.72693,7.53695,0.0171042,0.122784,-0.0189368,52.0,3/10/2022 19:04,outro,não alterar
23.7638,90.4068,-0.0861913,0.035913,9.5792,0.0,-0.0018326,-0.000610865,39.0,3/10/2022 19:23,outro,não alterar
23.7638,90.4068,0.675165,5.54497,7.71891,0.447153,-0.0421497,0.150884,20.0,3/10/2022 19:38,outro,não alterar
23.7638,90.4068,-2.41336,6.98389,6.2776,0.266337,0.0604757,0.129503,27.0,3/10/2022 19:53,outro,não alterar
23.7638,90.4068,8.72447,-0.047884,4.52983,-0.000610865,0.0018326,0.00122173,29.0,3/10/2022 20:08,outro,não alterar
23.7638,90.4068,8.68616,0.519542,4.53222,-0.000610865,-0.00122173,0.0,50.0,3/10/2022 20:23,outro,não alterar
23.7638,90.4068,-9.55526,-1.08457,0.289698,-0.293826,0.233351,-0.0879646,0.0,3/10/2022 20:41,outro,não alterar
23.7638,90.4068,-3.62722,-0.54109,8.9615,-0.0177151,0.102014,-0.022602,0.0,3/10/2022 20:59,outro,não alterar
23.7638,90.4068,0.976834,5.0781,-8.51378,0.00916298,0.0360411,-0.0232129,0.0,3/10/2022 21:25,outro,não alterar
23.7638,90.4068,7.79073,4.13,-5.27443,2.84541,-2.02013,0.0849103,19.0,3/10/2022 21:43,outro,não alterar
23.7638,90.4068,0.842759,4.90333,8.37492,0.0299324,-0.0018326,0.045204,77.0,3/10/2022 21:58,outro,não alterar
23.7638,90.4068,-2.11169,4.81953,-8.25042,0.00733038,0.00427606,-0.00855211,0.0,3/10/2022 22:14,outro,não alterar
23.8369,90.3737,-0.299275,7.34302,6.11719,-0.0348193,0.0470366,0.331089,14.0,3/10/2022 22:54,outro,não alterar
23.8369,90.3737,3.66313,7.10838,6.82826,0.0152716,-0.168599,0.151495,15.0,3/10/2022 22:55,outro,não alterar
23.8369,90.3737,1.32399,6.26084,6.98867,0.0555887,0.0659734,-0.000610865,21.0,3/10/2022 23:09,outro,não alterar
23.8369,90.3737,1.37188,3.88579,8.50899,-0.0555887,-0.100182,-0.00488692,50.0,3/10/2022 23:10,outro,não alterar
23.8369,90.3737,-2.87544,4.22816,8.1762,0.0128282,-0.0580322,0.0372628,41.0,3/10/2022 23:30,outro,não alterar
23.8369,90.3737,-0.411803,5.10923,8.29351,-0.0519235,-0.000610865,-0.022602,24.0,3/10/2022 23:31,outro,não alterar
23.8369,90.3737,0.739808,0.304064,9.59596,0.000610865,-0.00122173,0.0,62.0,3/11/2022 0:14,outro,não alterar
23.8369,90.3737,0.76375,0.268151,9.5792,0.000610865,-0.0018326,-0.00122173,62.0,3/11/2022 0:15,outro,não alterar
23.8369,90.3737,0.76375,-1.46286,-9.69412,-0.0177151,-0.00733038,-0.0305433,0.0,3/11/2022 1:09,outro,não alterar
23.8369,90.3737,-0.117316,-1.91297,10.2927,-1.9004,0.8827,-0.377515,81.0,3/11/2022 1:11,outro,não alterar
23.8369,90.3737,-4.33111,0.600945,5.01825,0.270613,-0.788016,-0.0879646,9.0,3/11/2022 1:36,outro,não alterar
23.8369,90.3737,8.37731,4.52025,-1.50116,-0.00671952,0.0018326,-0.0177151,0.0,3/11/2022 1:39,outro,não alterar
23.8369,90.3737,8.12353,5.31513,-2.08296,0.0128282,-0.018326,-0.0745256,0.0,3/11/2022 1:53,outro,não alterar
23.8369,90.3737,6.13155,7.38132,-0.742203,0.031765,0.175929,-0.116675,0.0,3/11/2022 1:54,outro,não alterar
23.8369,90.3737,-2.13323,8.34619,-5.3271,-0.000610865,-0.00122173,-0.000610865,0.0,3/11/2022 2:14,outro,não alterar
23.8369,90.3737,-1.62087,9.13388,-4.22337,-0.376904,-0.309098,-0.235183,0.0,3/11/2022 2:14,outro,não alterar
23.8369,90.3737,4.2545,5.60243,-6.89291,0.340252,-0.156382,0.277944,0.0,3/11/2022 2:29,outro,não alterar
23.8369,90.3737,7.52019,5.38935,-3.51708,0.145997,0.0507018,0.0482584,0.0,3/11/2022 2:29,outro,não alterar
