id,location,noise_level,noise_category,acceleration_x,acceleration_y,acceleration_z,gyroscope_x,gyroscope_y,gyroscope_z,gyroscope_orientation,movement_state,estado
36,Biblioteca,68.15,moderado,0.9392299243232678,-0.18943102230393416,9.183185748043918,2.6434632944066747,1.4463512446749318,5.184232919935884,virado para cima,movimento lento,silenciar
37,Escola,3.86,silencio,-2.9775168592755525,-4.743584028325987,9.917113129202486,0.6088100415722737,0.12941745044269126,8.411517126752756,virado para cima,movimento rapido,não alterar
38,Hospital,55.31,moderado,-0.0005569756885787647,0.0370142890610754,9.844576068659514,3.617354449213748,-4.885144789790153,-1.7749194651218936,virado para baixo,estatico,silenciar
39,Aeroporto,67.67,moderado,-1.8036082876110848,-2.4703510554293535,12.182073249568404,2.845562994177113,0.165557228202111,1.4071645174253258,virado para cima,movimento rapido,não alterar
40,Cafe,90.29,ruidoso,0.06796358346015019,0.19929252348664417,9.646246927051772,0.050760324058702844,2.6311201418887644,-5.763807996735316,virado para baixo,estatico,não alterar
41,Universidade,94.78,ruidoso,0.0849714160288702,0.14124261516571207,9.952078549219518,-1.8948348526544825,4.601792100003097,-3.8637266790738383,virado para baixo,estatico,não alterar
42,Shopping,5.85,silencio,-1.4963200834497954,-2.2785029197163746,7.022075808416885,1.6580027929412984,2.5070397822731376,-3.469926493570128,virado para baixo,movimento rapido,não alterar
43,Escola,3.1,silencio,-0.5600953395635342,-0.8003737589162528,8.407501891096121,0.1894812051776035,-3.979855306238629,-2.348230866669911,virado para baixo,movimento lento,silenciar
44,Piscina,23.88,silencio,0.1371531651548461,0.018193358235012835,9.792400309348846,4.985721003253272,-2.613831271168463,2.428386000045044,virado para cima,estatico,silenciar
45,Museu,44.25,moderado,1.2215495707739077,-0.6889682698637669,9.417228093296254,-4.962293893708729,-3.236863421103386,9.94219512994724,virado para cima,movimento lento,silenciar
46,Hospital,58.78,moderado,0.6590882957529551,0.6667128308203685,9.68754911103666,2.5986133774248725,-2.9815767968495686,-7.644132821329698,virado para baixo,movimento lento,silenciar
47,Praia,96.2,ruidoso,2.1823055989889744,-1.3799675660321764,9.185681026728949,-1.6043027516079453,1.3595698770560465,8.911409678749612,virado para cima,movimento rapido,não alterar
48,Estacao de Comboios,55.84,moderado,4.642856048093664,0.21621186822801253,13.60816657903589,4.125499606448293,-2.520716341464414,-2.70477604381532,virado para baixo,movimento rapido,não alterar
49,Farmacia,68.62,moderado,-0.14034211640142905,0.17776468758245367,9.687886453615128,-5.02833349122072,-1.9022141463194935,-7.002113428583664,virado para baixo,estatico,silenciar
50,Zoo,79.99,ruidoso,-0.06311721003389215,0.04787141151932786,9.838377337496832,1.94166472651137,0.11615812582409366,-6.564248455445653,virado para baixo,estatico,não alterar
51,Restaurante,9.55,silencio,-2.958949336768984,-0.6144220417587114,10.204102941516489,-3.477180326857815,2.7029188361443097,-1.0662702903545753,virado para baixo,movimento rapido,não alterar
52,Universidade,90.58,ruidoso,-0.10580290147739638,-0.16854509829477193,9.971422080851584,0.5371314424574931,-0.49366736889486584,0.938747539726187,virado para cima,estatico,não alterar
53,GinÃ¡sio,41.51,moderado,1.4308629181971004,-1.194064845433756,9.312401997310916,-1.6806591411504213,-4.42146850287194,-2.7825596230704037,virado para baixo,movimento lento,silenciar
54,Auditorio,77.17,ruidoso,4.706240639308062,1.2618560160283252,10.11776230763534,4.6395043478505205,3.5265079016864664,6.857415269767706,virado para cima,movimento rapido,não alterar
55,Auditorio,73.56,ruidoso,0.3963461743387042,-0.1392501206427097,8.104185193349714,-4.602056733494282,1.2557446198346816,-9.465996702924791,virado para baixo,movimento lento,não alterar
56,Auditorio,64.88,moderado,4.543590440573002,0.25663373677810064,8.799403411446951,-1.338529436801592,3.7089037168755716,7.464120832113432,virado para cima,movimento rapido,não alterar
57,Praia,44.35,moderado,3.8242743927920344,-0.9929534111318983,5.057835085664259,-3.1154220952027902,-4.614685592830742,-8.746839298461586,virado para baixo,movimento rapido,não alterar
58,Praia,76.93,ruidoso,-0.15325577635985557,-0.12705025094733582,9.810267599465105,3.229635041085631,-0.2340775403481912,-7.635273728290839,virado para baixo,estatico,não alterar
59,Cafe,64.96,moderado,-0.0867376481667333,0.00409349829705169,9.874535116413965,-3.3123059655048226,4.525575614400621,-8.36321901770088,virado para baixo,estatico,silenciar
60,Restaurante,54.66,moderado,4.071116800924813,0.7903332764011948,10.88493245165762,-3.2378252255147633,2.7514308013181545,8.465983697859649,virado para cima,movimento rapido,não alterar
61,Universidade,10.88,silencio,0.07908679486670683,0.16688629984823805,9.919373934821602,0.7861186591515564,2.478908675303471,5.461147415859028,virado para cima,estatico,silenciar
62,Parque,71.06,ruidoso,-1.265749678459125,4.091146371038077,11.408476033275342,3.444516910919846,1.9727479387035942,-4.144133915974223,virado para baixo,movimento rapido,não alterar
63,Zoo,99.33,ruidoso,-0.14872210325737123,0.157901717007299,9.733650505765892,-3.1987491113196067,-0.9192372051713729,9.144928591210926,virado para cima,estatico,não alterar
64,Aeroporto,19.38,silencio,-0.7386991114047335,-1.2536036056959223,9.339585332106353,-1.4525563795613121,3.0999587426385515,-7.863483621899245,virado para baixo,movimento lento,silenciar
65,Piscina,53.15,moderado,4.633752053808596,2.759675449542236,8.53908683305615,-0.6879081886035812,-4.481963911185291,-7.739344042455475,virado para baixo,movimento rapido,não alterar
66,Campo de Futebol,71.69,ruidoso,-0.3187911891733126,0.41518668456908925,9.316773149974324,-3.1054162035400315,3.6127949706737805,4.243160038963368,virado para cima,movimento lento,não alterar
67,Museu,60.97,moderado,-3.5075335098814158,3.981990703787183,12.260843304093726,4.238244335667945,-3.1489659925326396,1.6338407993985642,virado para cima,movimento rapido,não alterar
68,Hotel,31.79,moderado,0.19596986785895448,0.10134523164629067,9.97666948460077,3.9667926358902714,-1.9453805372768112,-5.06893633786065,virado para baixo,estatico,silenciar
69,Cinema,12.22,silencio,-0.1300775262094387,-0.8392886873256049,8.76578576200639,1.6631399139092817,1.582665461651458,-2.044443021190938,virado para baixo,movimento lento,silenciar
70,Restaurante,49.68,moderado,-0.036243724433785596,0.0359796670282681,9.84631243600806,-3.080756378024154,1.8371883382775147,0.9680832824813536,virado para cima,estatico,silenciar
71,Casa,97.25,ruidoso,-0.04978780315297984,-0.15526999629655683,9.880131556324317,1.0257296495773351,-2.963533140638308,-2.217441583473707,virado para baixo,estatico,não alterar
72,Biblioteca,84.31,ruidoso,4.669711817421538,-4.066475554526036,5.905310362580808,4.405067817309301,-1.951680948820201,6.524543737815615,virado para cima,movimento rapido,não alterar
73,GinÃ¡sio,55.42,moderado,-0.13611534204345138,-0.10986594971263389,9.793052089812578,4.232477706688487,-2.4245650133325323,9.57951158486012,virado para cima,estatico,silenciar
74,Hotel,57.75,moderado,0.14856992735068497,-0.14265040634207457,9.97003776324186,5.023462535348426,-1.3765955366619704,-9.724079612037523,virado para baixo,estatico,silenciar
75,Restaurante,46.74,moderado,-0.7308255104439834,1.0644707220566616,10.237678854435666,0.28616847498384984,3.170643102381699,-5.026507894857198,virado para baixo,movimento rapido,não alterar
76,Shopping,53.7,moderado,-2.034113801003489,1.9411203773928234,6.2670014878834515,-4.841054692870079,-0.6680837504116277,-8.54167820365403,virado para baixo,movimento rapido,não alterar
77,Farmacia,27.19,silencio,0.17420266583240868,-0.05585159649842,9.648745610801845,2.954782224999542,-1.7827044428179515,-3.4121126785424445,virado para baixo,estatico,desligar
78,Hotel,45.32,moderado,0.04133552239046204,-0.17783303220968405,9.826277440932339,3.5736530845627446,4.20019231608561,-9.894903620485426,virado para baixo,estatico,silenciar
79,Estacao de Comboios,14.62,silencio,-2.288418759846534,1.3303354665689389,13.45984492901065,1.7905407267943612,1.6490022913038531,0.569794910591029,virado para cima,movimento rapido,não alterar
80,Centro de Conferencias,76.75,ruidoso,-0.998021272575154,1.2619931177251154,11.50205157284866,-4.166402632708709,4.902853583676903,5.634904459384918,virado para cima,movimento rapido,não alterar
81,Campo de Futebol,94.85,ruidoso,0.09351025264479718,-0.035137988829892,9.99800941564854,2.844172837752171,1.1976629924096465,-6.704318025883844,virado para baixo,estatico,não alterar
82,Igreja,43.0,moderado,3.0436444438724113,-2.087871571048625,5.025350192761508,-0.19393808711681923,-0.3403530696000658,9.604028271305797,virado para cima,movimento rapido,não alterar
83,Museu,77.33,ruidoso,-1.7223726880560317,-1.9746615113404884,9.188212666932984,3.9200483434080047,1.504700683933328,7.96438241721168,virado para cima,movimento rapido,não alterar
84,Campo de Futebol,84.11,ruidoso,-0.005391881085630212,-0.11813601213957076,9.795505839569074,-4.304762098570553,4.516901110007476,-5.640870854983903,virado para baixo,estatico,não alterar
85,Aeroporto,32.96,moderado,1.2586032816825066,1.0042375004093964,8.400908334742926,-3.6589670947989434,3.070360492847293,6.360417227216691,virado para cima,movimento lento,silenciar
86,Universidade,65.34,moderado,0.17281203916112703,0.19819982408340658,9.706970810881566,-2.5002320859771947,-1.7057830890480445,7.321201784987258,virado para cima,estatico,silenciar
87,Shopping,80.2,ruidoso,0.8433812716835716,-1.2048427429024813,8.042796845934026,-2.250562287374489,-2.530704494772845,-2.0858558767900695,virado para baixo,movimento lento,não alterar
88,Casa,25.02,silencio,-3.0246075795435834,-3.643261726341406,14.70588947350555,1.5374456101450509,-4.4165490507693566,-6.8312119468475645,virado para baixo,movimento rapido,não alterar
89,Piscina,34.92,moderado,-5.212202062484173,3.6462900093922883,7.248286353288802,-0.45812946905790575,1.792485292135744,-4.245609332767666,virado para baixo,movimento rapido,não alterar
90,Hotel,3.76,silencio,-4.072445624864944,-4.688699012955545,5.776966631585867,-0.7157131430301927,2.3609627078649846,4.67440688717983,virado para cima,movimento rapido,não alterar
91,Praia,86.42,ruidoso,-1.0264124029923778,-2.0432450828206243,10.87787592988505,3.9001678434140135,3.6774995500645864,-5.6293903302786905,virado para baixo,movimento rapido,não alterar
92,Praia,14.47,silencio,-0.5314706043153073,-1.4360610612677154,8.309742498444708,-3.956313123604692,-3.8921228016226004,5.45943651212111,virado para cima,movimento lento,silenciar
93,Farmacia,79.62,ruidoso,-2.6722532474380514,-2.298807743924556,11.618874755549651,-3.828411377702031,1.5989806509052935,-10.036039945348115,virado para baixo,movimento rapido,não alterar
94,Casa,69.1,moderado,1.0594952446379602,0.3764421084872289,8.084026299929137,1.7259384596565237,4.4471952431065,-6.286954025380618,virado para baixo,movimento lento,silenciar
95,Auditorio,85.45,ruidoso,0.06667747627395004,-0.19880888135728295,9.905840072040958,-2.6935647789736903,4.930198927335486,1.111352129499616,virado para cima,estatico,não alterar
96,Piscina,39.34,moderado,0.0312703979639275,1.0542659414116153,9.706907924366496,4.861780853578657,-3.5189748956264273,-7.578450887078667,virado para baixo,movimento lento,silenciar
97,Escola,40.61,moderado,-0.8638443774208981,-1.139661306041721,8.727469569385338,-0.25461195546075144,-0.496670188438048,-3.7414688780398597,virado para baixo,movimento lento,silenciar
98,GinÃ¡sio,3.37,silencio,-1.2989520007827058,0.45442587170563,8.145959067232349,-2.9451368862201117,-0.2602632090830844,3.4712619325561977,virado para cima,movimento lento,silenciar
99,Piscina,15.9,silencio,0.14380469963241244,0.15896379032448654,9.927751190314254,3.0128068333505458,3.375330693527007,8.976533699587169,virado para cima,estatico,silenciar
100,Restaurante,87.11,ruidoso,-0.11572327843618746,0.1385900290436073,9.398210166022336,1.2091740330671326,1.5279157747202925,4.364011100043344,virado para cima,movimento lento,não alterar
101,Biblioteca,70.44,ruidoso,-1.3974599646883947,0.6308559921449457,8.70239914281014,2.5373306724994484,-4.564531005738292,-4.839805563082275,virado para baixo,movimento lento,não alterar
102,Casa,88.95,ruidoso,2.5966308149844455,5.247339620222249,8.775264667660126,-2.7682963876213975,3.56242945454119,5.5968128955008964,virado para cima,movimento rapido,não alterar
103,Zoo,49.01,moderado,-5.148356297718058,-2.6612943966512654,12.173242337523181,-1.720504632981993,0.44588352711284784,-7.621270707700412,virado para baixo,movimento rapido,não alterar
104,Campo de Futebol,70.31,ruidoso,4.16200121094688,-3.67319359949628,11.130411072401461,4.308774702918824,-1.4699515122241726,5.276127945332179,virado para cima,movimento rapido,não alterar
105,Biblioteca,11.81,silencio,4.920196718725492,0.5806287131735317,10.095488690740662,4.450977815657887,0.8741614259924508,4.425159485614312,virado para cima,movimento rapido,não alterar
106,Aeroporto,67.55,moderado,-3.8090031085560665,3.818261876442623,6.050272500610778,4.880439717974878,2.166148192219034,1.1352658456264857,virado para cima,movimento rapido,não alterar
107,Farmacia,58.92,moderado,-4.222173882568715,0.9428896330421965,6.280360484871064,2.4220203896602888,4.067295398942673,-8.89168681110078,virado para baixo,movimento rapido,não alterar
108,Shopping,51.35,moderado,0.32821427548640814,0.8166962606878125,9.301131733984924,-1.4184708691202839,1.6710686481400374,1.9923629631800333,virado para cima,movimento lento,silenciar
109,Cinema,70.94,ruidoso,-0.15920731463141027,-0.11139820663300717,9.794747781148201,-3.352085701509221,0.438393291645567,8.346471373391411,virado para cima,estatico,não alterar
110,Museu,62.12,moderado,-4.192894218161132,-4.470541862531025,9.88502792874256,-0.7590142406630017,-2.9287029210937794,9.374603850964355,virado para cima,movimento rapido,não alterar
111,Farmacia,92.0,ruidoso,1.1106103777879035,0.9766735082204487,9.519538065984547,-4.563651289957725,0.8734784194294203,-7.499986997420162,virado para baixo,movimento lento,não alterar
112,Universidade,65.15,moderado,-3.7765697977263315,0.7558468446369808,9.788497428292498,-3.0111256238592796,-3.9498973292467774,-9.82213542565589,virado para baixo,movimento rapido,não alterar
113,Shopping,18.63,silencio,-0.0011870506191809516,-0.006345831301261956,9.963703604519285,-4.427188859511835,-2.153767807778595,0.2783218233142171,virado para cima,estatico,silenciar
114,Praia,94.25,ruidoso,-0.10685141382885313,-0.13435086579594796,9.892755061065053,0.4620452814875584,-3.8782427528783185,-3.7986199764487107,virado para baixo,estatico,não alterar
115,Centro de Conferencias,46.82,moderado,0.1532770888137115,-0.14036339912035625,9.646583657986973,3.0751423717725253,0.05047453710999482,-6.321815607359023,virado para baixo,estatico,silenciar
116,Aeroporto,31.28,moderado,-1.2159479810037839,0.5616871854501584,9.860027058211639,-1.9649016839235995,3.626679061010877,9.587128693213975,virado para cima,movimento lento,silenciar
117,Universidade,88.59,ruidoso,-2.3205844932596125,-1.291590540409758,5.0976693268685125,-4.878488136348823,-0.8959912885337458,0.19434330334918104,virado para cima,movimento rapido,não alterar
118,Igreja,34.06,moderado,0.36813122188692216,-1.2927327720971746,8.24918500567836,-2.7827844840757368,2.671834974947383,1.4035952739122288,virado para cima,movimento lento,silenciar
119,Cafe,93.69,ruidoso,3.542451071669964,2.153346112137707,9.78640909663496,1.6910057624435866,-0.41782988800894794,7.161049394094754,virado para cima,movimento rapido,não alterar
120,Auditorio,62.94,moderado,-0.7252956178474143,-0.993831216360915,8.434207710315679,-0.38317680184827657,-3.941897207047981,-4.323188374889128,virado para baixo,movimento lento,silenciar
121,Shopping,96.14,ruidoso,0.0405325745270399,0.07558556942218214,9.882844073314201,3.658344501904535,-1.1966001875605194,-5.409385014719897,virado para baixo,estatico,não alterar
122,Restaurante,73.15,ruidoso,5.052830966309804,-3.7160166096047744,13.699504370743155,-3.1024678625758644,3.515217668884179,9.038251047190878,virado para cima,movimento rapido,não alterar
123,Restaurante,45.63,moderado,-0.6787114299937382,4.137234522773978,14.742009355225044,-0.3459587134659535,1.1825961030553205,-2.229193250742192,virado para baixo,movimento rapido,não alterar
124,Estacao de Comboios,43.05,moderado,-2.2044145080108293,-0.39071070623071424,5.896326673581694,3.972618102052481,-0.6321707288039644,3.2792010314592344,virado para cima,movimento rapido,não alterar
125,Centro de Conferencias,45.32,moderado,0.046999828707888464,-0.1603099260670441,9.989709620428492,0.4724210361621707,-3.9024061026235923,-7.462082720496701,virado para baixo,estatico,silenciar
126,Parque,0.54,silencio,-0.5083227544363831,-0.18889869769458345,8.089765337651315,-4.710251017817308,-3.1960704186920843,-2.3404924080390788,virado para baixo,movimento lento,silenciar
127,Aeroporto,18.99,silencio,1.9544316466431928,0.9897024490631683,12.611735333686214,-2.0580706502215103,-0.46935152013251147,-3.6201239228826987,virado para baixo,movimento rapido,não alterar
128,Universidade,57.95,moderado,-1.4520182698372346,-0.3332050566992033,9.273170263934498,1.5348803363446268,-4.189962876067595,4.857991989585166,virado para cima,movimento lento,silenciar
129,Praia,39.16,moderado,0.12395250539072034,0.013045335271595626,9.960614935992375,0.5830892224231481,0.21409073651648214,6.278360820253482,virado para cima,estatico,silenciar
130,Piscina,69.09,moderado,0.44126211253122616,0.6125099229345428,9.925935187781157,-1.888808368826481,-0.6814250310713017,-2.033169102998296,virado para baixo,movimento lento,silenciar
131,Casa,94.68,ruidoso,0.40951041575943226,-0.17699772022433446,9.937202314567735,-4.651406829361259,-4.953671819227276,7.451165538377412,virado para cima,movimento lento,não alterar
132,Estacao de Comboios,24.59,silencio,-0.05715440799147606,-0.0765456030034998,9.729592956700944,2.4496096742708424,-1.9435232973970091,-9.575836018190166,virado para baixo,estatico,silenciar
133,Universidade,42.31,moderado,-0.5090626749513121,-0.8173952210389483,8.352404500121697,0.38397865317184987,-1.4798673738851333,8.908149572956857,virado para cima,movimento lento,silenciar
134,Estacao de Comboios,69.45,moderado,1.113672088856502,-1.2336967588794048,9.09462893268275,-2.205381287760142,3.8372480790360983,-0.7184119149065968,virado para baixo,movimento lento,silenciar
135,Campo de Futebol,34.83,moderado,-0.11231295141705294,-0.15026890374652374,9.864255274928615,-1.786779872523304,-4.820412450449693,1.7463164877320554,virado para cima,estatico,silenciar
136,Museu,40.68,moderado,0.8640801552300648,-0.2343804630502515,8.235143659478638,-1.7867316876519723,4.559454520849874,8.616909801369179,virado para cima,movimento lento,silenciar
137,Restaurante,15.26,silencio,0.042579635771595514,0.12542868195098217,9.863522243103537,-2.6091191570540087,-2.758077101316804,7.187035885578573,virado para cima,estatico,silenciar
138,Auditorio,13.8,silencio,0.14919544903524445,0.05481850047166714,9.677170074495764,-4.2972589295895585,-4.030316020766052,5.647208590687717,virado para cima,estatico,silenciar
139,Restaurante,11.1,silencio,0.6313776813230829,1.269299445809164,8.88087618022259,-3.2658097629393694,4.889206405838467,6.819480944107432,virado para cima,movimento lento,silenciar
140,Shopping,63.95,moderado,-0.15817366382403453,-0.09457974104681842,9.637429428538512,-0.579514307434753,1.0941153723487442,-6.068037718704369,virado para baixo,estatico,silenciar
141,Hospital,21.94,silencio,0.17888053771429507,-0.18629966351186342,9.678725983398998,2.4254440339619263,3.82336482544897,0.10934518949684727,virado para cima,estatico,silenciar
142,Praia,5.47,silencio,0.19119109767511366,-0.023222595498924387,9.972796028160479,4.825740749244233,-2.5783612908408045,0.4073084175210834,virado para cima,estatico,silenciar
143,Shopping,62.16,moderado,1.3738473277312204,-0.0609580105019778,8.329967967183812,-4.697707853876668,4.910093220055893,9.87269559498776,virado para cima,movimento lento,silenciar
144,Universidade,85.74,ruidoso,0.9807145109041762,1.111184839625078,9.941864822658001,3.7196954293722135,-0.4796345927228248,8.36518498181854,virado para cima,movimento lento,não alterar
145,Parque,53.85,moderado,-0.5580152623443655,1.424013337765572,9.581347740109507,-0.913730764157054,4.63721853202632,0.4827246322789768,virado para cima,movimento lento,silenciar
146,Hotel,58.14,moderado,1.3661727897167646,1.3119836982360695,8.955082416420783,0.32872933580260616,4.087940317929055,-3.3869804923614937,virado para baixo,movimento lento,silenciar
147,Shopping,48.18,moderado,-1.8042028356124233,4.097406952814147,7.177369988743749,-4.967257387966,-1.9454941952340665,0.15986504790809447,virado para cima,movimento rapido,não alterar
148,Farmacia,45.38,moderado,-0.07158135574377189,0.10096602847874675,9.915955760290814,4.300086534714698,-2.170927892878387,-0.30866050504119286,virado para baixo,estatico,silenciar
149,Biblioteca,18.95,silencio,0.052498105203365675,-0.12750904434120286,9.79104270466975,4.547846013216355,-4.199689762256689,9.563153827863353,virado para cima,estatico,silenciar
150,Estacao de Comboios,48.55,moderado,-1.0638639594372101,-0.2056926373771244,9.71365662387028,-3.068840387397289,1.2381117980297525,5.241676834424157,virado para cima,movimento lento,silenciar
151,Shopping,40.47,moderado,1.0976846783225507,-0.3016777742011887,9.440639181665288,-3.6820953083724146,-4.658688460826841,4.743812812811215,virado para cima,movimento lento,silenciar
152,Estacao de Comboios,87.94,ruidoso,-0.19463507515530465,-0.1668467740246427,9.909937104329229,-5.004611884256685,-4.858367526594887,1.7909371176987112,virado para cima,estatico,não alterar
153,Praia,49.99,moderado,-1.20213355378589,1.0881625689216587,7.357878765210288,-2.580484836537033,-1.273997814900339,-4.664187268866068,virado para baixo,movimento rapido,não alterar
154,Estacao de Comboios,36.31,moderado,-1.2351399988413083,0.6589585266137883,8.036756607294343,-4.2452438197123685,4.0627034499024814,-1.0174059706927214,virado para baixo,movimento lento,silenciar
155,Cinema,72.19,ruidoso,-0.5025816193121448,0.12071669910368366,9.22715466073055,-3.651752243494215,-0.01919151922604891,-9.278430809144618,virado para baixo,movimento lento,não alterar
156,Museu,39.41,moderado,-1.2744704362050951,-0.649641076334352,8.96211717484556,-3.545095295513139,3.4041516324129795,-4.5323178941338185,virado para baixo,movimento lento,silenciar
157,Zoo,21.28,silencio,-3.5702211462276785,2.3003517218835237,13.818406220544011,-3.1708297599531945,0.038223544396427334,6.509259727774693,virado para cima,movimento rapido,não alterar
158,Biblioteca,7.19,silencio,1.1702361718282406,-0.1294256039890327,8.532442384486941,-0.09282159197678985,-1.267057037485249,6.523868753793017,virado para cima,movimento lento,silenciar
